ds,yhat,yhat_lower,yhat_upper,category
2023-08-18,160.17712711281195,28.007336195367888,286.8505201076347,Dining
2023-08-19,145.75451749680607,3.228618764691498,277.9709932792071,Dining
2023-08-20,125.89180129802527,0.0,253.72253111608117,Dining
2023-08-21,130.95205009879427,0.0,257.04206369283224,Dining
2023-08-22,115.21224706895134,0.0,259.8517573115166,Dining
2023-08-23,134.3456651301119,6.6321115787651586,263.6275005306191,Dining
2023-08-24,136.31520877005826,9.074329578696263,263.41848519677643,Dining
2023-08-25,152.90662773744552,24.10970871153207,279.4023210363461,Dining
2023-08-26,137.45057885021095,9.867419440347998,270.9726730519171,Dining
2023-08-27,125.65603028830212,0.0,248.68879911329265,Dining
2023-08-28,144.2154163451641,5.067984594596732,272.8963372027095,Dining
2023-08-29,140.2515884830224,11.593213385700459,269.9293217841221,Dining
2023-08-30,164.21967620118832,28.4217640996022,285.1035177481325,Dining
2023-08-31,164.5255161534417,29.41419169536097,295.0035743370213,Dining
2023-09-01,177.3574996779329,45.721603919587906,309.9117716485982,Dining
2023-09-02,159.40649469744267,21.514994607919004,288.51626627133464,Dining
2023-09-03,145.13021676682865,9.182836563261546,284.81249928300497,Dining
2023-09-04,157.02994965111654,21.16954222409898,279.9145887011222,Dining
2023-09-05,140.2550042197065,9.586053461976372,266.7455537662712,Dining
2023-09-06,148.7990133440301,23.681097867718222,283.3511748280325,Dining
2023-09-07,138.1671052353852,1.8547625546773086,260.4459567185138,Dining
2023-09-08,149.13416813332836,10.001062984552284,281.30671262162457,Dining
2023-09-09,136.23099382509446,0.0,273.4919465164143,Dining
2023-09-10,126.55550624848432,0.0,263.9382551095058,Dining
2023-09-11,136.53571285091255,4.509362336651003,272.4663238235307,Dining
2023-09-12,112.08506010608404,0.0,242.01510236827093,Dining
2023-09-13,114.24481347268089,0.0,254.30916094735997,Dining
2023-09-14,105.87401329880566,0.0,247.05630207455917,Dining
2023-09-15,128.99241614588496,0.0,257.5731820842307,Dining
2023-09-16,132.32207243962395,0.0,268.67356263091733,Dining
2023-09-17,134.86089933702544,7.8833715263468545,274.2658644142731,Dining
2023-09-18,148.80922794369036,17.66862470788146,295.1556604335862,Dining
2023-09-19,121.78811395020448,0.0,249.80801107405023,Dining
2023-09-20,119.16870236089427,0.0,250.95947296992873,Dining
2023-09-21,106.20769636962456,0.0,246.69006591600487,Dining
2023-09-22,123.9009145633176,0.0,258.3995499607822,Dining
2023-09-23,119.51715584303349,0.0,252.71445457386798,Dining
2023-09-24,113.75513589095901,0.0,251.29222793584535,Dining
2023-09-25,123.85083182107671,0.0,254.9394744055034,Dining
2023-09-26,101.8104694055608,0.0,230.48418727881432,Dining
2023-09-27,112.26561236930523,0.0,247.793658825694,Dining
2023-09-28,114.46055683083063,0.0,242.48019486908953,Dining
2023-09-29,142.4715867724105,18.071231116049887,277.0347403601265,Dining
2023-09-30,141.02923589264944,2.4316817350922184,274.5965357853799,Dining
2023-10-01,133.7132239634322,0.9020841840958862,264.774223824928,Dining
2023-10-02,142.2445319707001,4.546726963417496,272.41762360575206,Dining
2023-10-03,119.81607910715536,0.0,245.79665743715972,Dining
2023-10-04,127.77610062387387,2.7750612550891978,259.6662776474566,Dining
2023-10-05,121.61994424190014,0.0,245.10891806613776,Dining
2023-10-06,136.0473556818212,0.0,272.42260641156,Dining
2023-10-07,121.71246192557172,0.0,261.5198713903715,Dining
2023-10-08,108.78229788476018,0.0,230.40827404557737,Dining
2023-10-09,120.38401251687198,0.0,259.13330751037313,Dining
2023-10-10,104.38261920503328,0.0,235.34338903180037,Dining
2023-10-11,114.51139324526136,0.0,250.76524939778443,Dining
2023-10-12,103.2591909527652,0.0,235.5821232533444,Dining
2023-10-13,109.70985297507282,0.0,249.19537562352625,Dining
2023-10-14,92.68189633155102,0.0,223.58975456063217,Dining
2023-10-15,87.18307569418171,0.0,219.23195751759891,Dining
2023-10-16,113.77819316187885,0.0,243.38710384914845,Dining
2023-10-17,112.61566773288558,0.0,259.55366834142353,Dining
2023-10-18,130.68871883318195,0.0,264.82866873995624,Dining
2023-10-19,119.38773518839629,0.0,252.62446489498038,Dining
2023-10-20,121.43381742233116,0.0,256.2816487667998,Dining
2023-10-21,99.51760908994014,0.0,227.31153504662467,Dining
2023-10-22,89.20419164728305,0.0,225.38652572012103,Dining
2023-10-23,109.30088678712681,0.0,245.17407219728088,Dining
2023-10-24,99.80657556998622,0.0,225.797631528101,Dining
2023-10-25,111.35567182793187,0.0,246.53965645505107,Dining
2023-10-26,100.70374054472667,0.0,232.80823783830553,Dining
2023-10-27,112.73527603762128,0.0,244.41535647041212,Dining
2023-10-28,106.48523140968865,0.0,242.42844733476323,Dining
2023-10-29,110.30749803643134,0.0,237.00420466099007,Dining
2023-10-30,137.78283363902125,15.983839292703788,266.9696207040607,Dining
2023-10-31,129.2976620261926,1.241291068664467,255.7942983299302,Dining
2023-11-01,139.7964381541195,3.343658854909444,272.39961743505,Dining
2023-11-02,129.3144415401396,0.0,260.448641931251,Dining
2023-11-03,141.4227526287413,3.8402360145503502,271.0393732179025,Dining
2023-11-04,130.96077534107843,1.499365003114634,265.32848248579546,Dining
2023-11-05,124.21628443893384,2.218704337349899,253.4508680307761,Dining
2023-11-06,138.25883674113507,1.160270854082488,270.9747818930892,Dining
2023-11-07,120.49868327267801,0.0,260.68230701216646,Dining
2023-11-08,130.3958188287301,0.0,261.30160926301573,Dining
2023-11-09,125.8041303222502,0.0,254.66921826628206,Dining
2023-11-10,142.94433219151648,13.793182963626373,288.05489710934324,Dining
2023-11-11,130.63814564981104,1.8360210070430178,265.2736466404884,Dining
2023-11-12,115.8900419855932,0.0,245.73335044981886,Dining
2023-11-13,122.81449018028148,0.0,251.91605154432793,Dining
2023-11-14,106.16644804114259,0.0,245.28241725300947,Dining
2023-11-15,126.66519928493817,0.0,256.7524197529229,Dining
2023-11-16,136.42159290715836,2.452820897977763,261.65790839279373,Dining
2023-11-17,163.6372539372502,30.431412691557487,294.1877462338294,Dining
2023-11-18,153.0174427381297,11.263522745820062,281.4731033355439,Dining
2023-11-19,133.28135668350257,0.17039221798001625,260.7590186001453,Dining
2023-11-20,132.93563415211065,3.6553480242442116,262.2129419322581,Dining
2023-11-21,109.191016969381,0.0,236.74801127292628,Dining
2023-11-22,121.80234407477911,0.017224855039921633,260.4469211226959,Dining
2023-11-23,121.49608666257222,0.0,257.9184235570338,Dining
2023-11-24,138.2217740619462,5.117230484150578,265.80082162500554,Dining
2023-11-25,121.78879589966641,0.0,265.8313216036659,Dining
2023-11-26,105.28569872742757,0.0,243.12360587082875,Dining
2023-11-27,116.54450911839167,0.0,245.9274576416144,Dining
2023-11-28,106.82963585937185,0.0,247.71133163688273,Dining
2023-11-29,129.02212555954344,0.0,253.17856962527418,Dining
2023-11-30,131.33379047941216,0.0,266.01795523183523,Dining
2023-12-01,146.57892093392277,2.04577134519942,271.7729004316516,Dining
2023-12-02,129.05952918761673,0.0,261.75497536893545,Dining
2023-12-03,112.98275548466107,0.0,238.91394790717757,Dining
2023-12-04,122.90470036181026,1.668203232470169,256.2841487723193,Dining
2023-12-05,106.32615452497566,0.0,248.4754268516984,Dining
2023-12-06,116.6930616656379,0.0,250.8763765123186,Dining
2023-12-07,108.05910736784884,0.0,243.1732727540801,Dining
2023-12-08,119.73208280227911,0.0,249.58550827194344,Dining
2023-12-09,107.38925022841158,0.0,239.2166569824713,Dining
2023-12-10,99.82777225844671,0.0,224.7350537752098,Dining
2023-12-11,113.98124275416536,0.0,241.1103902702739,Dining
2023-12-12,94.30052718326345,0.0,220.1620808192351,Dining
2023-12-13,98.52495467381726,0.0,234.97776210816838,Dining
2023-12-14,88.77733183116969,0.0,219.31187940481007,Dining
2023-12-15,109.12924820178847,0.0,238.69149338595284,Dining
2023-12-16,112.70343198363649,0.0,235.64553650148866,Dining
2023-12-17,120.54031380032174,0.0,259.4105853174694,Dining
2023-12-18,142.86215411416555,14.932724441406458,278.97584166105923,Dining
2023-12-19,123.01802161903957,0.0,250.57673172805121,Dining
2023-12-20,122.353971100292,0.0,255.92025423965183,Dining
2023-12-21,106.85266177200621,0.0,233.19565530782234,Dining
2023-12-22,121.1533339917683,0.0,243.2364797702518,Dining
2023-12-23,116.69457266772059,0.0,240.28319580511146,Dining
2023-12-24,114.36108733437561,0.0,251.59597012255492,Dining
2023-12-25,128.06434613375112,8.005884826692455,270.5764014298321,Dining
2023-12-26,106.55012030658698,0.0,231.99738439956596,Dining
2023-12-27,113.36516911110722,0.0,240.5804652934283,Dining
2023-12-28,110.91446227493088,0.0,245.78253147871894,Dining
2023-12-29,136.71994619602395,6.576212493457612,267.8264055448675,Dining
2023-12-30,137.12096176084484,8.447639074006593,282.0107774962503,Dining
2023-12-31,133.4083501865624,0.0,272.84173517943816,Dining
2024-01-01,143.86492835801246,18.45831753452063,274.89382431685897,Dining
2024-01-02,120.56286230391898,0.0,253.1382905813542,Dining
2024-01-03,125.7832115239343,0.0,257.7457727425107,Dining
2024-01-04,117.79858330196882,0.0,260.63691024433865,Dining
2024-01-05,132.10600399985518,0.0,262.797799779943,Dining
2024-01-06,118.58113894782714,0.0,253.69487564354685,Dining
2024-01-07,105.47828645508797,0.0,239.66764771982022,Dining
2024-01-08,115.60100052195044,0.0,248.62639278741588,Dining
2024-01-09,98.85130518741042,0.0,229.21294405895648,Dining
2024-01-10,110.170199340077,0.0,244.96341843998198,Dining
2024-01-11,101.81526375676728,0.0,241.54699201252,Dining
2024-01-12,109.95767273823378,0.0,244.56965201190658,Dining
2024-01-13,91.47866335579577,0.0,232.95923929664286,Dining
2024-01-14,81.84783892914719,0.0,216.16014815082914,Dining
2024-01-15,105.08545520271242,0.0,242.03381715230276,Dining
2024-01-16,105.32125381086553,0.0,243.66811049502476,Dining
2024-01-17,129.44044569620556,0.0,255.7710800362958,Dining
2024-01-18,125.53608654412943,0.0,251.9522073973113,Dining
2024-01-19,131.41470686231887,0.0,264.29765805356897,Dining
2024-01-20,108.30138758276406,0.0,245.16325622859384,Dining
2024-01-21,94.004787692737,0.0,217.20279011158124,Dining
2024-01-22,111.54934523049046,0.0,255.51602350619044,Dining
2024-01-23,103.64219119849747,0.0,232.79909889798444,Dining
2024-01-24,118.85580280688943,0.0,244.13850880171063,Dining
2024-01-25,110.328218075878,0.0,246.1171562087632,Dining
2024-01-26,120.18561043954661,0.0,253.40242983826195,Dining
2024-01-27,109.00498275507915,0.0,240.6405199949183,Dining
2024-01-28,108.62975776554764,0.0,250.5481555465724,Dining
2024-01-29,135.27067729080267,11.79181149598148,270.9069613112626,Dining
2024-01-30,129.154525826347,0.0,261.5918647099873,Dining
2024-01-31,141.72188856332718,22.700984362174424,263.7571611477948,Dining
2024-02-01,130.61693289346644,1.953828191545431,260.44524704058495,Dining
2024-02-02,139.11864654993195,11.057107584407186,270.1049157031254,Dining
2024-02-03,124.63241361045529,0.0,251.83086726413495,Dining
2024-02-04,115.26941644583135,0.0,245.49987572128288,Dining
2024-02-05,127.88415524185208,0.0,257.9721987729903,Dining
2024-02-06,108.58633434378955,0.0,231.87105877074112,Dining
2024-02-07,115.33403508777361,0.0,259.1525404410596,Dining
2024-02-08,107.20319349131614,0.0,244.0673101434413,Dining
2024-02-09,122.14614510017947,0.0,257.0229037175042,Dining
2024-02-10,110.07761951853975,0.0,222.9993099076014,Dining
2024-02-11,96.08267134131326,0.0,234.30670876042487,Dining
2024-02-12,101.35538393656726,0.0,233.27709676795362,Dining
2024-02-13,80.07920579133229,0.0,210.94933919071664,Dining
2024-02-14,94.97293912694299,0.0,228.78574075750993,Dining
2024-02-15,102.58863789594864,0.0,233.40431994210957,Dining
2024-02-16,133.16398791830417,3.272422797442791,263.9666278647914,Dining
2024-02-17,129.97065449206832,3.5813100888838854,270.03905568202896,Dining
2024-02-18,116.94209140842419,0.0,246.66652434433644,Dining
2024-02-19,118.86048543370958,0.0,252.39948584342574,Dining
2024-02-20,93.72386634828851,0.0,233.0247476529159,Dining
2024-02-21,104.76533159516711,0.0,233.43516332494679,Dining
2024-02-22,106.81032763081534,0.0,242.29258891289163,Dining
2024-02-23,129.8806696523283,0.0,269.8930004698185,Dining
2024-02-24,120.89453299612013,0.0,255.27019698607572,Dining
2024-02-25,109.04605258680002,0.0,246.01572904646878,Dining
2024-02-26,121.2584488221395,0.0,253.77368161201764,Dining
2024-02-27,111.90307896621856,0.0,249.7858905510235,Dining
2024-02-28,137.0493130628736,7.070925292173754,275.06553199291244,Dining
2024-02-29,146.3775901208523,12.731373283310624,276.11887991631073,Dining
2024-03-01,170.2440734061033,34.91916697286397,298.2479686331343,Dining
2024-03-02,159.89426609453443,26.962610314938157,285.31843355843296,Dining
2024-03-03,147.73534140158117,20.302128017615438,280.50373673712164,Dining
2024-03-04,159.40503143154788,30.827635176115066,284.0738521464582,Dining
2024-03-05,145.12935900868524,12.09178286719468,270.9030361748876,Dining
2024-03-06,158.92469503855824,21.826482353069796,286.42347230884906,Dining
2024-03-07,153.97185506263895,29.275763450238287,292.3277605331312,Dining
